asset,universe,leverage,strategy,family,cagr,sharpe,vol,maxdd,calmar,total_return,exposure,trades,worst_day,early_cagr,early_sharpe,early_maxdd,early_calmar,early_trades,late_cagr,late_sharpe,late_maxdd,late_calmar,late_trades,stress_cagr,stress_sharpe,stress_maxdd,stress_calmar,rolling3_median_cagr,rolling3_worst_cagr,rolling3_windows,rolling5_median_cagr,rolling5_worst_cagr,rolling5_windows,data_start,data_end,annual_drag
SOXX,index,2,RSI2_15_REC5_XR90_T10,pullback_reclaim,0.06281337829115641,0.3710294702037224,0.2486547413419724,-0.6649022461588069,0.09447009489595544,3.588776919319245,0.18381300683733504,199.0,-0.19328414694716556,0.05330008744017434,0.36077037914082116,-0.4384960682127438,0.12155203046043025,108.0,0.07725334226289426,0.3981780491246134,-0.6649022461588071,0.11618751885588136,91.0,0.0237075666983404,0.2199062737797313,-0.7235442481986281,0.03276588371390408,0.050136358421741356,-0.24042777734739496,264.0,0.04297233940163414,-0.16516782971928312,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,RSI2_15_REC5_XR90_T20,pullback_reclaim,0.07237462244296644,0.39009583296112355,0.2821282829280923,-0.49907509456608734,0.1450174998331491,4.7408310271434955,0.2189537287327079,176.0,-0.19328414694716556,0.013888387044909356,0.1750881346651716,-0.466742367065467,0.02975600250782745,95.0,0.1664498618002883,0.6183616261877335,-0.49907509456608745,0.33351666635460014,81.0,0.03558666544207645,0.26610335124683265,-0.5220020581230633,0.06817341979461468,0.050913883630220536,-0.1267491218447525,264.0,0.0495735402643781,-0.05856032771295816,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,RSI2_15_REC10_XR70_T5,pullback_reclaim,-0.02129402879437825,-0.06480937310781583,0.15138800486252155,-0.7145029120950109,-0.029802578035604533,-0.4162727372162388,0.06233105422165686,184.0,-0.19328414694716556,-0.024824292653704894,-0.14742920687188651,-0.4399245755332678,-0.056428519874374784,100.0,-0.01598385590027629,0.011613124558120635,-0.641761992012905,-0.024906205258654328,84.0,-0.05144911197866997,-0.2745545921971668,-0.8584646662734139,-0.05993154290439236,-0.0031750432935726547,-0.2434169643867703,264.0,-0.009653601829358871,-0.15270483643202526,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,RSI2_15_REC10_XR70_T10,pullback_reclaim,-0.004588187243600661,0.05982239773635715,0.17007519654671088,-0.6498916015951504,-0.007059926966803412,-0.10864798154222677,0.06837335029416441,176.0,-0.19328414694716556,0.004454253829407673,0.09977174756259505,-0.27126202083788453,0.01642048457668052,96.0,-0.017992179000431707,0.02714048742331872,-0.6498916015951506,-0.027684892305532394,80.0,-0.03412846839259176,-0.11984667287905172,-0.7779424018711814,-0.043870173820713086,0.006635351847955606,-0.2352048493865193,264.0,0.0032576517185325393,-0.15532217558939343,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,RSI2_15_REC10_XR70_T20,pullback_reclaim,0.009558188787672783,0.14486863049123064,0.18285197172099005,-0.49871425406222014,0.019165661919260668,0.2686046871848786,0.0699634282079822,175.0,-0.19328414694716556,0.007537213246272323,0.12326373009993132,-0.27126202083788453,0.027785729911585448,96.0,0.012597947918196795,0.17457311271866494,-0.49871425406222014,0.025260853917010884,79.0,-0.020276805837617817,-0.020925679855041263,-0.65729101026451,-0.030849053951700837,0.020516964970870744,-0.1534450787302335,264.0,0.012524319254705762,-0.08783709338920176,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,RSI2_15_REC10_XR90_T5,pullback_reclaim,0.010376841880496812,0.14892898434159568,0.17923662979881316,-0.6600878948055736,0.015720394150771803,0.29458514228761357,0.1012879631101924,182.0,-0.19328414694716556,0.0006545312333574582,0.0740740687728659,-0.43430839557134104,0.001507065578358,98.0,0.025131113326947174,0.22603039595307983,-0.660087894805573,0.03807237418639448,84.0,-0.0217393055184385,-0.03196799724352237,-0.7760495684080564,-0.028012779599933632,0.017151796079121318,-0.28844952095395704,264.0,0.008207153794849376,-0.17069883488315052,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,RSI2_15_REC10_XR90_T10,pullback_reclaim,0.0525135279573683,0.34689285247571267,0.21561471617607872,-0.5308019368822078,0.09893243469648788,2.5968338240509388,0.13563364604865638,160.0,-0.19328414694716556,0.003940329342648541,0.10785066781835607,-0.4875077236034636,0.008082598801765007,87.0,0.12977977852868205,0.5876263301327456,-0.5308019368822076,0.2444975602217556,73.0,0.021674069642399152,0.20871093015773523,-0.6136422261848175,0.03532036864078407,0.03726995390318355,-0.16952372972560747,264.0,0.02834158540678322,-0.08784665570989547,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,RSI2_15_REC10_XR90_T20,pullback_reclaim,0.06808561197580754,0.3918228489600821,0.24666985448388765,-0.5304688018066401,0.12834988927515714,4.193322784637504,0.16520909524566704,147.0,-0.19328414694716556,0.011439352197628594,0.15526349252170843,-0.49909279619722724,0.022920291145833507,80.0,0.15901900077252673,0.6293592286076523,-0.5304688018066401,0.29977069382958804,67.0,0.037957129749466745,0.27570226549266924,-0.5474362948786016,0.06933615857144446,0.061166210402389454,-0.17184329980635904,264.0,0.05791591256751405,-0.09712420006131106,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD20_5_REC5_T10,drawdown_reclaim,0.028686632578282856,0.2681842242502375,0.14531232904558747,-0.3717822896269779,0.07715976091024979,1.0286331544647682,0.050405469868023536,190.0,-0.19428414694716556,0.036218385514325435,0.40668688967286387,-0.16168204732312674,0.22400993872833533,86.0,0.017506506195509086,0.1879946098496748,-0.3717822896269768,0.047088058479262215,104.0,-0.003796088950295484,0.047371190673143215,-0.5815207463475168,-0.006527865040307506,0.014606979487921556,-0.10127238864109889,264.0,0.0171763520171353,-0.055603349522388434,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD20_5_REC5_T20,drawdown_reclaim,0.028686632578282856,0.2681842242502375,0.14531232904558747,-0.3717822896269779,0.07715976091024979,1.0286331544647682,0.050405469868023536,190.0,-0.19428414694716556,0.036218385514325435,0.40668688967286387,-0.16168204732312674,0.22400993872833533,86.0,0.017506506195509086,0.1879946098496748,-0.3717822896269768,0.047088058479262215,104.0,-0.003796088950295484,0.047371190673143215,-0.5815207463475168,-0.006527865040307506,0.014606979487921556,-0.10127238864109889,264.0,0.0171763520171353,-0.055603349522388434,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD20_5_REC5_T40,drawdown_reclaim,0.028686632578282856,0.2681842242502375,0.14531232904558747,-0.3717822896269779,0.07715976091024979,1.0286331544647682,0.050405469868023536,190.0,-0.19428414694716556,0.036218385514325435,0.40668688967286387,-0.16168204732312674,0.22400993872833533,86.0,0.017506506195509086,0.1879946098496748,-0.3717822896269768,0.047088058479262215,104.0,-0.003796088950295484,0.047371190673143215,-0.5815207463475168,-0.006527865040307506,0.014606979487921556,-0.10127238864109889,264.0,0.0171763520171353,-0.055603349522388434,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD20_10_REC5_T10,drawdown_reclaim,-0.009479750533084474,-0.07469546633231468,0.08201933694128619,-0.5507464404779273,-0.017212549798520944,-0.21197229141104235,0.008745428525997774,47.0,-0.19428414694716556,0.00985456593345524,0.23259572165262343,-0.10770214062943084,0.09149832933554866,17.0,-0.03777407582686554,-0.27212369635164724,-0.5321203394800443,-0.07098784433569306,30.0,-0.017225421427572774,-0.16889947225692173,-0.6018431959589097,-0.028621111849786243,0.0,-0.13649050021248377,264.0,0.0025074304578720508,-0.11253362917914911,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD20_10_REC5_T20,drawdown_reclaim,-0.009479750533084474,-0.07469546633231468,0.08201933694128619,-0.5507464404779273,-0.017212549798520944,-0.21197229141104235,0.008745428525997774,47.0,-0.19428414694716556,0.00985456593345524,0.23259572165262343,-0.10770214062943084,0.09149832933554866,17.0,-0.03777407582686554,-0.27212369635164724,-0.5321203394800443,-0.07098784433569306,30.0,-0.017225421427572774,-0.16889947225692173,-0.6018431959589097,-0.028621111849786243,0.0,-0.13649050021248377,264.0,0.0025074304578720508,-0.11253362917914911,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD20_10_REC5_T40,drawdown_reclaim,-0.009479750533084474,-0.07469546633231468,0.08201933694128619,-0.5507464404779273,-0.017212549798520944,-0.21197229141104235,0.008745428525997774,47.0,-0.19428414694716556,0.00985456593345524,0.23259572165262343,-0.10770214062943084,0.09149832933554866,17.0,-0.03777407582686554,-0.27212369635164724,-0.5321203394800443,-0.07098784433569306,30.0,-0.017225421427572774,-0.16889947225692173,-0.6018431959589097,-0.028621111849786243,0.0,-0.13649050021248377,264.0,0.0025074304578720508,-0.11253362917914911,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD20_15_REC5_T10,drawdown_reclaim,-0.013586908677371445,-0.2884634962852887,0.04378285374349384,-0.30061403821804344,-0.04519718625886824,-0.28975254203974987,0.0012720623310542216,8.0,-0.19428414694716556,0.0,,0.0,,0.0,-0.033612881656137295,-0.4561775350569489,-0.30061403821804344,-0.11181407846215408,8.0,-0.014920800933425182,-0.31410532619379244,-0.3211108153089762,-0.04646620488029414,0.0,-0.0686826376869335,264.0,0.0,-0.05723601962285163,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD20_15_REC5_T20,drawdown_reclaim,-0.013586908677371445,-0.2884634962852887,0.04378285374349384,-0.30061403821804344,-0.04519718625886824,-0.28975254203974987,0.0012720623310542216,8.0,-0.19428414694716556,0.0,,0.0,,0.0,-0.033612881656137295,-0.4561775350569489,-0.30061403821804344,-0.11181407846215408,8.0,-0.014920800933425182,-0.31410532619379244,-0.3211108153089762,-0.04646620488029414,0.0,-0.0686826376869335,264.0,0.0,-0.05723601962285163,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD20_15_REC5_T40,drawdown_reclaim,-0.013586908677371445,-0.2884634962852887,0.04378285374349384,-0.30061403821804344,-0.04519718625886824,-0.28975254203974987,0.0012720623310542216,8.0,-0.19428414694716556,0.0,,0.0,,0.0,-0.033612881656137295,-0.4561775350569489,-0.30061403821804344,-0.11181407846215408,8.0,-0.014920800933425182,-0.31410532619379244,-0.3211108153089762,-0.04646620488029414,0.0,-0.0686826376869335,264.0,0.0,-0.05723601962285163,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD20_20_REC5_T10,drawdown_reclaim,0.0001423160440461313,0.15276580013935687,0.0009364044663527842,-0.0010000000000000009,0.14231604404613116,0.0035654501475008704,0.0001590077913817777,1.0,-0.001,0.0,,0.0,,0.0,0.000355730715897451,0.24154150988398357,-0.0010000000000000009,0.35573071589745064,1.0,-2.256857044224958e-05,-0.028817030596619924,-0.0030000000000000027,-0.007522856814083187,0.0,0.0,264.0,0.0,0.0,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD20_20_REC5_T20,drawdown_reclaim,0.0001423160440461313,0.15276580013935687,0.0009364044663527842,-0.0010000000000000009,0.14231604404613116,0.0035654501475008704,0.0001590077913817777,1.0,-0.001,0.0,,0.0,,0.0,0.000355730715897451,0.24154150988398357,-0.0010000000000000009,0.35573071589745064,1.0,-2.256857044224958e-05,-0.028817030596619924,-0.0030000000000000027,-0.007522856814083187,0.0,0.0,264.0,0.0,0.0,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD20_20_REC5_T40,drawdown_reclaim,0.0001423160440461313,0.15276580013935687,0.0009364044663527842,-0.0010000000000000009,0.14231604404613116,0.0035654501475008704,0.0001590077913817777,1.0,-0.001,0.0,,0.0,,0.0,0.000355730715897451,0.24154150988398357,-0.0010000000000000009,0.35573071589745064,1.0,-2.256857044224958e-05,-0.028817030596619924,-0.0030000000000000027,-0.007522856814083187,0.0,0.0,264.0,0.0,0.0,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD50_5_REC5_T10,drawdown_reclaim,0.029148470104260804,0.26328201667815443,0.15596298213693244,-0.40645856541909553,0.07171326325527448,1.0515350000520995,0.06614724121481953,224.0,-0.19428414694716556,0.04159994710461801,0.42627548460958214,-0.22303388175221295,0.1865185091063199,109.0,0.010769371937755068,0.15699470502528676,-0.4064585654190954,0.02649562059702414,115.0,-0.00927255544744332,0.01944517122121137,-0.6680879319275512,-0.01387924404006276,0.013290538231294224,-0.09055727780102218,264.0,0.0250446777398049,-0.053125454732899646,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD50_5_REC5_T20,drawdown_reclaim,0.029148470104260804,0.26328201667815443,0.15596298213693244,-0.40645856541909553,0.07171326325527448,1.0515350000520995,0.06614724121481953,224.0,-0.19428414694716556,0.04159994710461801,0.42627548460958214,-0.22303388175221295,0.1865185091063199,109.0,0.010769371937755068,0.15699470502528676,-0.4064585654190954,0.02649562059702414,115.0,-0.00927255544744332,0.01944517122121137,-0.6680879319275512,-0.01387924404006276,0.013290538231294224,-0.09055727780102218,264.0,0.0250446777398049,-0.053125454732899646,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD50_5_REC5_T40,drawdown_reclaim,0.029148470104260804,0.26328201667815443,0.15596298213693244,-0.40645856541909553,0.07171326325527448,1.0515350000520995,0.06614724121481953,224.0,-0.19428414694716556,0.04159994710461801,0.42627548460958214,-0.22303388175221295,0.1865185091063199,109.0,0.010769371937755068,0.15699470502528676,-0.4064585654190954,0.02649562059702414,115.0,-0.00927255544744332,0.01944517122121137,-0.6680879319275512,-0.01387924404006276,0.013290538231294224,-0.09055727780102218,264.0,0.0250446777398049,-0.053125454732899646,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD50_10_REC5_T10,drawdown_reclaim,-0.0002951336924239545,0.04797657295517024,0.10050681415650636,-0.49236118818547037,-0.000599425177097385,-0.007355278453769598,0.017649864843377324,65.0,-0.19428414694716556,0.00878833682495328,0.1957189793838304,-0.1158343610491046,0.07586986059540415,22.0,-0.013758749756330624,-0.020754082475221834,-0.46013645673677495,-0.029901455437601712,43.0,-0.011263231968406728,-0.06095671495376196,-0.5785400423897535,-0.019468370628041787,0.0,-0.10427490896649161,264.0,0.0,-0.07015149493136796,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD50_10_REC5_T20,drawdown_reclaim,-0.0002951336924239545,0.04797657295517024,0.10050681415650636,-0.49236118818547037,-0.000599425177097385,-0.007355278453769598,0.017649864843377324,65.0,-0.19428414694716556,0.00878833682495328,0.1957189793838304,-0.1158343610491046,0.07586986059540415,22.0,-0.013758749756330624,-0.020754082475221834,-0.46013645673677495,-0.029901455437601712,43.0,-0.011263231968406728,-0.06095671495376196,-0.5785400423897535,-0.019468370628041787,0.0,-0.10427490896649161,264.0,0.0,-0.07015149493136796,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD50_10_REC5_T40,drawdown_reclaim,-0.0002951336924239545,0.04797657295517024,0.10050681415650636,-0.49236118818547037,-0.000599425177097385,-0.007355278453769598,0.017649864843377324,65.0,-0.19428414694716556,0.00878833682495328,0.1957189793838304,-0.1158343610491046,0.07586986059540415,22.0,-0.013758749756330624,-0.020754082475221834,-0.46013645673677495,-0.029901455437601712,43.0,-0.011263231968406728,-0.06095671495376196,-0.5785400423897535,-0.019468370628041787,0.0,-0.10427490896649161,264.0,0.0,-0.07015149493136796,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD50_15_REC5_T10,drawdown_reclaim,-0.006574375384466591,-0.05555194363048189,0.07138016289614044,-0.36456493165244075,-0.018033482690360068,-0.15208066037207169,0.0047702337414533315,17.0,-0.19428414694716556,-0.000877914904860666,-0.06423213397330117,-0.040671966210941046,-0.02158525851215181,2.0,-0.015054612070088957,-0.07789770052181971,-0.36456493165244075,-0.04129473452603314,15.0,-0.009463048966281806,-0.0952755325486639,-0.38671172421176925,-0.024470550991362486,0.0,-0.09837796407902188,264.0,0.0,-0.06043288472809327,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD50_15_REC5_T20,drawdown_reclaim,-0.006574375384466591,-0.05555194363048189,0.07138016289614044,-0.36456493165244075,-0.018033482690360068,-0.15208066037207169,0.0047702337414533315,17.0,-0.19428414694716556,-0.000877914904860666,-0.06423213397330117,-0.040671966210941046,-0.02158525851215181,2.0,-0.015054612070088957,-0.07789770052181971,-0.36456493165244075,-0.04129473452603314,15.0,-0.009463048966281806,-0.0952755325486639,-0.38671172421176925,-0.024470550991362486,0.0,-0.09837796407902188,264.0,0.0,-0.06043288472809327,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD50_15_REC5_T40,drawdown_reclaim,-0.006574375384466591,-0.05555194363048189,0.07138016289614044,-0.36456493165244075,-0.018033482690360068,-0.15208066037207169,0.0047702337414533315,17.0,-0.19428414694716556,-0.000877914904860666,-0.06423213397330117,-0.040671966210941046,-0.02158525851215181,2.0,-0.015054612070088957,-0.07789770052181971,-0.36456493165244075,-0.04129473452603314,15.0,-0.009463048966281806,-0.0952755325486639,-0.38671172421176925,-0.024470550991362486,0.0,-0.09837796407902188,264.0,0.0,-0.06043288472809327,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD50_20_REC5_T10,drawdown_reclaim,0.0001423160440461313,0.15276580013935687,0.0009364044663527842,-0.0010000000000000009,0.14231604404613116,0.0035654501475008704,0.0001590077913817777,1.0,-0.001,0.0,,0.0,,0.0,0.000355730715897451,0.24154150988398357,-0.0010000000000000009,0.35573071589745064,1.0,-2.256857044224958e-05,-0.028817030596619924,-0.0030000000000000027,-0.007522856814083187,0.0,0.0,264.0,0.0,0.0,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD50_20_REC5_T20,drawdown_reclaim,0.0001423160440461313,0.15276580013935687,0.0009364044663527842,-0.0010000000000000009,0.14231604404613116,0.0035654501475008704,0.0001590077913817777,1.0,-0.001,0.0,,0.0,,0.0,0.000355730715897451,0.24154150988398357,-0.0010000000000000009,0.35573071589745064,1.0,-2.256857044224958e-05,-0.028817030596619924,-0.0030000000000000027,-0.007522856814083187,0.0,0.0,264.0,0.0,0.0,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,DD50_20_REC5_T40,drawdown_reclaim,0.0001423160440461313,0.15276580013935687,0.0009364044663527842,-0.0010000000000000009,0.14231604404613116,0.0035654501475008704,0.0001590077913817777,1.0,-0.001,0.0,,0.0,,0.0,0.000355730715897451,0.24154150988398357,-0.0010000000000000009,0.35573071589745064,1.0,-2.256857044224958e-05,-0.028817030596619924,-0.0030000000000000027,-0.007522856814083187,0.0,0.0,264.0,0.0,0.0,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,MHT_VOL_E4_VR80,volatility_managed_trend,0.12397319814946939,0.49608622405587344,0.39259249123704937,-0.639451012360061,0.19387442627061285,17.59601944491262,0.5226586102719033,42.0,-0.19328414694716556,0.02399246986302317,0.2365840800859846,-0.5520340347839656,0.04346193957481705,27.0,0.2924682615599312,0.7800166749063939,-0.6394510123600609,0.45737399098095216,15.0,0.0978986613372812,0.43617377111011957,-0.6486920817915556,0.150916997579044,0.1075128850432644,-0.14721020201139423,264.0,0.10467792953532107,-0.10302969971560805,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,MHT_VOL_E5_VR80,volatility_managed_trend,0.1374398312325198,0.5289733716759571,0.38522712472302023,-0.6126100214096462,0.22435126169869682,24.048690405368767,0.5027826363491811,37.0,-0.19328414694716556,0.05245892395142948,0.3209678789680362,-0.5298983207297188,0.09899809434985322,23.0,0.2778984915470728,0.7578671943755351,-0.6126100214096453,0.45363033877182574,14.0,0.11267323752917213,0.4716707902405328,-0.637221119222962,0.17681968492596062,0.12102723473768917,-0.15197012016074496,264.0,0.10314174372507767,-0.11525384183366705,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,MHT_VOL_E4_VR100,volatility_managed_trend,0.06815791124016224,0.3712179895429979,0.43491516783820033,-0.787199291414478,0.08658279038551063,4.202122009563468,0.6185403084751153,71.0,-0.19328414694716556,-0.036025961673992524,0.0939703757220354,-0.787199291414478,-0.045764728280254574,44.0,0.24582144286343888,0.6906303654108951,-0.7215419279005651,0.3406890623510866,27.0,0.03526437961124751,0.29936624876930396,-0.819330783170539,0.043040467092895045,0.0959783753203608,-0.21767226493346847,264.0,0.07556363521903364,-0.17301339933816118,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,MHT_VOL_E5_VR100,volatility_managed_trend,0.08732261825680365,0.4111458155145881,0.41236651542490893,-0.7314554989950252,0.11938199709589928,7.115846894425715,0.5838766099538878,54.0,-0.19328414694716556,0.00581120597426632,0.1892668230819266,-0.7158931236815473,0.008117421137364262,32.0,0.22207790315892284,0.6550444630146723,-0.7314554989950254,0.303610955777958,22.0,0.05795601215529511,0.3447145381818217,-0.7483432575519415,0.07744575977725364,0.08358302645986182,-0.2517515959048753,264.0,0.0613031764226416,-0.1941346442360279,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,MHT_VOL_E4_VR125,volatility_managed_trend,0.0865408011697828,0.41139844869964265,0.44803249069404777,-0.8037685415166087,0.1076688084936633,6.971151550350175,0.6608363809826682,87.0,-0.19328414694716556,-0.007221086183350045,0.18051351795137976,-0.8037685415166087,-0.00898403683444089,53.0,0.24396629254096358,0.6841648833667843,-0.7591347784879241,0.3213741478514602,34.0,0.04892778746011106,0.3328050240940875,-0.8122302860451185,0.06023881194870044,0.12366845352866862,-0.23047399619364473,264.0,0.09675884581309546,-0.13081478371133082,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,MHT_VOL_E5_VR125,volatility_managed_trend,0.10466807052094307,0.4488883213997446,0.4214005900623579,-0.7171679889979381,0.14594637815219608,11.056989713174502,0.6190173318492607,61.0,-0.19328414694716556,0.01543903836626992,0.2213064462442515,-0.7153689709917039,0.02158192344415923,36.0,0.25335910682755713,0.7032309695160531,-0.717167988997938,0.35327721079905255,25.0,0.07240522876879552,0.378480955208463,-0.7542513615585715,0.09599615255473805,0.12346165379100482,-0.26663479442680915,264.0,0.0836885783484892,-0.19383751300857766,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,RS63_XMA20,relative_strength,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,264.0,0.0,0.0,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,RS63_XMA50,relative_strength,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,264.0,0.0,0.0,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,RS126_XMA20,relative_strength,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,264.0,0.0,0.0,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,RS126_XMA50,relative_strength,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,264.0,0.0,0.0,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,GAP3_V15_XMA10_T5,gap_momentum_proxy,0.009930529488263451,0.18126716937381745,0.06621607172600108,-0.1901498030788955,0.05222476872165443,0.2803584762703879,0.004611225950071554,6.0,-0.09067253382121565,0.004124825774652008,0.09534927343059099,-0.1901498030788955,0.021692506160211834,2.0,0.018699215340237885,0.2983173789525094,-0.11288700443317445,0.1656454206941706,4.0,0.00881058791035283,0.16447558165515683,-0.193878557581448,0.04544384907883131,0.0,0.0,264.0,0.0,0.0,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,GAP3_V15_XMA10_T10,gap_momentum_proxy,0.01807032935581776,0.26188705026724435,0.08064649741810334,-0.1901498030788955,0.09503206978510599,0.5650361292107329,0.007791381777707108,6.0,-0.13100049888761378,0.01730472478759215,0.2779173271803731,-0.1901498030788955,0.09100574656084291,2.0,0.01922407648668245,0.249683182346507,-0.1636733312582005,0.11745393301952037,4.0,0.01682652144782515,0.24646560634355935,-0.193878557581448,0.08678897582965749,0.0,0.0,264.0,0.0,0.0,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,GAP3_V15_XMA10_T20,gap_momentum_proxy,-0.002397287795507075,0.02524343209095344,0.09809531303819179,-0.29652103231645455,-0.008084714182934013,-0.05826257907260335,0.009858483065670217,6.0,-0.18097368818906145,-0.006140575500838352,-0.01986351993886031,-0.29581684916562023,-0.020758031593394472,2.0,0.003239825161244436,0.08376311608134268,-0.21194006004101817,0.015286516199992635,4.0,-0.003716636454489608,0.01217108156745553,-0.2998560746981416,-0.012394734568012548,0.0,-0.030329481831384286,264.0,0.0,-0.01830966579299098,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,GAP3_V15_XMA20_T5,gap_momentum_proxy,0.00868321893016022,0.16220756221590926,0.06646211113096813,-0.21479771647383805,0.040425098891671965,0.24139057213506598,0.0047702337414533315,6.0,-0.08967253382121565,0.002058022990964803,0.06281918120842438,-0.21479771647383805,0.009581214478206364,2.0,0.018699215340237885,0.2983173789525094,-0.11288700443317445,0.1656454206941706,4.0,0.007564810894219898,0.14555761764681796,-0.2184100685853395,0.03463581575344863,0.0,0.0,264.0,0.0,0.0,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,GAP3_V15_XMA20_T10,gap_momentum_proxy,0.022981384032431995,0.30756907382806903,0.0856696522565395,-0.21479771647383805,0.10699082099055314,0.7652026727633783,0.008745428525997774,6.0,-0.13000049888761378,0.015210793651663002,0.24761172850912277,-0.21479771647383805,0.07081450353088668,2.0,0.03474780894130802,0.3803116184893037,-0.16271092947583898,0.2135554695265123,4.0,0.021726013107916886,0.2935693071696625,-0.2184100685853395,0.09947349611049577,0.0,0.0,264.0,0.0,0.0,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,GAP3_V15_XMA20_T20,gap_momentum_proxy,0.018444912376897493,0.21564548928084107,0.11655296933364206,-0.29495706830061075,0.06253422738152195,0.5795015976221842,0.014787724598505327,6.0,-0.17997368818906145,-0.005774554956069156,-0.015157772107916974,-0.29495706830061075,-0.019577611715966458,2.0,0.05586576612370253,0.4471702944570773,-0.20767187089328032,0.26900978877592513,4.0,0.016992947745321896,0.20344422346825042,-0.29517036102349237,0.05756996632859571,0.0,-0.028542523526312036,264.0,0.0,-0.017224600098320608,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,GAP3_V20_XMA10_T5,gap_momentum_proxy,-0.004528375894650272,-0.07482344169078203,0.04652980024756561,-0.1901498030788955,-0.023814780879743497,-0.10730749734847067,0.002226109079344888,3.0,-0.09067253382121565,-0.0116819776223418,-0.33738302508843016,-0.18933914222111659,-0.061698693071605845,1.0,0.00629102984367802,0.1318417612003363,-0.08570647319448566,0.0734020384831654,2.0,-0.00508705224797823,-0.0863144379424458,-0.193878557581448,-0.026238343793336553,0.0,-0.057063579430439826,264.0,0.0,-0.03463967415662561,240.0,2001-07-13,2026-07-17,0.05
SOXX,index,2,GAP3_V20_XMA10_T10,gap_momentum_proxy,-0.0037640455888537927,-0.05278229071755219,0.04909450703180255,-0.1901498030788955,-0.019795159016241754,-0.09000611932366631,0.0033391636190173318,3.0,-0.09067253382121565,-0.0116819776223418,-0.33738302508843016,-0.18933914222111659,-0.061698693071605845,1.0,0.008223206822474571,0.1559045661273122,-0.11224075513746923,0.07326400123023964,2.0,-0.00435885491961141,-0.0644929916794077,-0.193878557581448,-0.022482398125848773,0.0,-0.057063579430439826,264.0,0.0,-0.03463967415662561,240.0,2001-07-13,2026-07-17,0.05
